22.1
24.7
25.1
25.6
26.1
26.3
26.7
27.0
27.4
27.5
27.7
27.9
28.0
28.6
28.8
29.5
29.7
29.7
29.9
29.9
30.1
30.5
31.1
31.3
31.3
31.8
31.9
32.2
32.2
32.3
32.5
32.6
33.6
33.6
33.7
33.9
33.9
34.1
34.5
34.5
34.9
35.1
35.1
35.3
35.5
35.7
35.7
36.3
36.5
37.3
37.3
37.4
37.4
37.5
37.5
38.0
39.9
40.0
40.9
41.4
